,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,elapsed,altitude,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,ppm,oC,%
date,time,PM2.5,PM1.0,PM5.0,PM0.5,PM10,PM.3,CO2,temp,humidity,,time,hour,minute,second,total s,time (s),(ft),PM.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10,CO2,temp,humidity
2026-03-28, 11:27:16,014, 014, 016,012, 020,011,3617, 009,52,, 11:27:16,11,27,16,41236,,,11,12,14,14,16,20,3617,9,52
2026-03-28, 11:27:20,014, 015, 018,012, 020,012,3617, 009,52,, 11:27:20,11,27,20,41240,,,12,12,15,14,18,20,3617,9,52
2026-03-28, 11:27:25,013, 014, 016,010, 018,011,3618, 009,52,, 11:27:25,11,27,25,41245,,,11,10,14,13,16,18,3618,9,52
2026-03-28, 11:27:29,014, 015, 016,012, 020,011,3618, 009,52,, 11:27:29,11,27,29,41249,,,11,12,15,14,16,20,3618,9,52
2026-03-28, 11:27:34,014, 019, 016,011, 020,012,3617, 009,51,, 11:27:34,11,27,34,41254,,,12,11,19,14,16,20,3617,9,51
2026-03-28, 11:27:38,013, 021, 014,010, 018,010,3617, 009,51,, 11:27:38,11,27,38,41258,,,10,10,21,13,14,18,3617,9,51
2026-03-28, 11:27:43,013, 019, 016,011, 018,011,3614, 009,51,, 11:27:43,11,27,43,41263,,,11,11,19,13,16,18,3614,9,51
2026-03-28, 11:27:47,014, 023, 016,011, 020,012,3609, 010,51,, 11:27:47,11,27,47,41267,,,12,11,23,14,16,20,3609,10,51
2026-03-28, 11:27:52,014, 016, 018,011, 020,011,3606, 010,50,, 11:27:52,11,27,52,41272,,,11,11,16,14,18,20,3606,10,50
2026-03-28, 11:27:56,015, 017, 018,013, 021,013,3606, 010,50,, 11:27:56,11,27,56,41276,,,13,13,17,15,18,21,3606,10,50
2026-03-28, 11:28:01,013, 021, 016,010, 018,010,3606, 010,50,, 11:28:01,11,28,1,41281,,,10,10,21,13,16,18,3606,10,50
2026-03-28, 11:28:05,013, 016, 016,010, 018,010,3607, 010,50,, 11:28:05,11,28,5,41285,,,10,10,16,13,16,18,3607,10,50
2026-03-28, 11:28:10,013, 015, 016,011, 018,010,3609, 010,50,, 11:28:10,11,28,10,41290,,,10,11,15,13,16,18,3609,10,50
2026-03-28, 11:28:14,014, 017, 018,011, 020,012,3612, 010,50,, 11:28:14,11,28,14,41294,,,12,11,17,14,18,20,3612,10,50
2026-03-28, 11:28:19,014, 023, 016,012, 020,011,3613, 010,49,, 11:28:19,11,28,19,41299,,,11,12,23,14,16,20,3613,10,49
2026-03-28, 11:28:23,013, 019, 016,011, 018,010,3614, 010,50,, 11:28:23,11,28,23,41303,,,10,11,19,13,16,18,3614,10,50
2026-03-28, 11:28:28,013, 013, 014,010, 018,010,3616, 011,49,, 11:28:28,11,28,28,41308,,,10,10,13,13,14,18,3616,11,49
2026-03-28, 11:28:32,014, 019, 018,011, 020,012,3616, 011,49,, 11:28:32,11,28,32,41312,,,12,11,19,14,18,20,3616,11,49
2026-03-28, 11:28:37,013, 021, 016,011, 018,011,3617, 011,49,, 11:28:37,11,28,37,41317,,,11,11,21,13,16,18,3617,11,49
2026-03-28, 11:28:41,013, 014, 014,011, 018,011,3615, 011,49,, 11:28:41,11,28,41,41321,,,11,11,14,13,14,18,3615,11,49
2026-03-28, 11:28:46,014, 023, 018,011, 020,011,3614, 011,49,, 11:28:46,11,28,46,41326,,,11,11,23,14,18,20,3614,11,49
2026-03-28, 11:28:50,014, 019, 018,011, 020,012,3614, 011,49,, 11:28:50,11,28,50,41330,,,12,11,19,14,18,20,3614,11,49
2026-03-28, 11:28:55,013, 015, 016,010, 018,011,3614, 011,48,, 11:28:55,11,28,55,41335,,,11,10,15,13,16,18,3614,11,48
2026-03-28, 11:28:59,013, 019, 014,011, 018,010,3612, 011,48,, 11:28:59,11,28,59,41339,,,10,11,19,13,14,18,3612,11,48
2026-03-28, 11:29:04,014, 017, 018,011, 020,012,3615, 011,48,, 11:29:04,11,29,4,41344,,,12,11,17,14,18,20,3615,11,48
2026-03-28, 11:29:08,014, 014, 016,012, 020,012,3616, 012,48,, 11:29:08,11,29,8,41348,,,12,12,14,14,16,20,3616,12,48
2026-03-28, 11:29:13,013, 017, 016,010, 018,011,3617, 012,48,, 11:29:13,11,29,13,41353,,,11,10,17,13,16,18,3617,12,48
2026-03-28, 11:29:17,013, 021, 014,011, 018,011,3617, 012,48,, 11:29:17,11,29,17,41357,,,11,11,21,13,14,18,3617,12,48
2026-03-28, 11:29:22,014, 021, 016,012, 020,012,3619, 012,48,, 11:29:22,11,29,22,41362,,,12,12,21,14,16,20,3619,12,48
2026-03-28, 11:29:26,014, 019, 016,012, 020,012,3620, 012,48,, 11:29:26,11,29,26,41366,,,12,12,19,14,16,20,3620,12,48
2026-03-28, 11:29:31,013, 015, 016,010, 018,010,3622, 012,47,, 11:29:31,11,29,31,41371,,,10,10,15,13,16,18,3622,12,47
2026-03-28, 11:29:35,013, 021, 014,011, 018,011,3624, 012,47,, 11:29:35,11,29,35,41375,,,11,11,21,13,14,18,3624,12,47
2026-03-28, 11:29:40,014, 021, 016,011, 020,011,3624, 012,47,, 11:29:40,11,29,40,41380,,,11,11,21,14,16,20,3624,12,47
2026-03-28, 11:29:44,014, 017, 016,012, 020,012,3625, 012,47,, 11:29:44,11,29,44,41384,,,12,12,17,14,16,20,3625,12,47
2026-03-28, 11:29:49,013, 022, 014,010, 018,010,3626, 013,47,, 11:29:49,11,29,49,41389,,,10,10,22,13,14,18,3626,13,47
2026-03-28, 11:29:53,012, 014, 015,010, 017,010,3626, 013,47,, 11:29:53,11,29,53,41393,,,10,10,14,12,15,17,3626,13,47
2026-03-28, 11:29:58,013, 022, 016,011, 018,011,3628, 013,47,, 11:29:58,11,29,58,41398,,,11,11,22,13,16,18,3628,13,47
2026-03-28, 11:30:02,012, 014, 015,009, 017,010,3631, 013,47,, 11:30:02,11,30,2,41402,,,10,9,14,12,15,17,3631,13,47
2026-03-28, 11:30:07,013, 015, 014,010, 018,010,3632, 013,47,, 11:30:07,11,30,7,41407,,,10,10,15,13,14,18,3632,13,47
2026-03-28, 11:30:11,013, 021, 016,010, 018,011,3623, 013,47,, 11:30:11,11,30,11,41411,,,11,10,21,13,16,18,3623,13,47
2026-03-28, 11:30:16,014, 018, 018,011, 020,011,3582, 013,47,, 11:30:16,11,30,16,41416,,,11,11,18,14,18,20,3582,13,47
2026-03-28, 11:30:21,013, 022, 014,010, 018,011,3558, 013,47,, 11:30:21,11,30,21,41421,,,11,10,22,13,14,18,3558,13,47
2026-03-28, 11:30:25,012, 013, 013,009, 017,009,3544, 013,46,, 11:30:25,11,30,25,41425,,,9,9,13,12,13,17,3544,13,46
2026-03-28, 11:30:30,012, 013, 015,009, 017,009,3535, 013,46,, 11:30:30,11,30,30,41430,,,9,9,13,12,15,17,3535,13,46
2026-03-28, 11:30:34,012, 020, 015,009, 017,009,3529, 014,46,, 11:30:34,11,30,34,41434,,,9,9,20,12,15,17,3529,14,46
2026-03-28, 11:30:39,012, 017, 013,010, 017,010,3527, 014,46,, 11:30:39,11,30,39,41439,,,10,10,17,12,13,17,3527,14,46
2026-03-28, 11:30:43,013, 021, 014,011, 018,010,3526, 014,46,, 11:30:43,11,30,43,41443,,,10,11,21,13,14,18,3526,14,46
2026-03-28, 11:30:48,013, 020, 016,010, 018,010,3525, 014,46,, 11:30:48,11,30,48,41448,,,10,10,20,13,16,18,3525,14,46
2026-03-28, 11:30:52,013, 020, 014,011, 018,010,3523, 014,45,, 11:30:52,11,30,52,41452,,,10,11,20,13,14,18,3523,14,45
2026-03-28, 11:30:57,012, 019, 013,009, 017,009,3522, 014,45,, 11:30:57,11,30,57,41457,,,9,9,19,12,13,17,3522,14,45
2026-03-28, 11:31:01,012, 018, 013,010, 017,010,3522, 014,45,, 11:31:01,11,31,1,41461,,,10,10,18,12,13,17,3522,14,45
2026-03-28, 11:31:06,012, 013, 013,009, 017,009,3523, 014,45,, 11:31:06,11,31,6,41466,,,9,9,13,12,13,17,3523,14,45
2026-03-28, 11:31:10,012, 021, 015,009, 017,009,3524, 014,45,, 11:31:10,11,31,10,41470,,,9,9,21,12,15,17,3524,14,45
2026-03-28, 11:31:15,013, 022, 016,011, 018,011,3525, 014,45,, 11:31:15,11,31,15,41475,,,11,11,22,13,16,18,3525,14,45
2026-03-28, 11:31:19,013, 013, 014,011, 018,011,3523, 014,45,, 11:31:19,11,31,19,41479,,,11,11,13,13,14,18,3523,14,45
2026-03-28, 11:31:24,012, 021, 015,010, 017,010,3523, 015,45,, 11:31:24,11,31,24,41484,,,10,10,21,12,15,17,3523,15,45
2026-03-28, 11:31:28,012, 015, 015,010, 017,009,3524, 015,45,, 11:31:28,11,31,28,41488,,,9,10,15,12,15,17,3524,15,45
2026-03-28, 11:31:33,013, 021, 016,010, 018,011,3527, 015,45,, 11:31:33,11,31,33,41493,,,11,10,21,13,16,18,3527,15,45
2026-03-28, 11:31:37,013, 018, 014,011, 018,011,3528, 015,44,, 11:31:37,11,31,37,41497,,,11,11,18,13,14,18,3528,15,44
2026-03-28, 11:31:42,013, 019, 016,010, 018,011,3529, 015,44,, 11:31:42,11,31,42,41502,,,11,10,19,13,16,18,3529,15,44
2026-03-28, 11:31:46,012, 019, 013,009, 017,009,3529, 015,44,, 11:31:46,11,31,46,41506,,,9,9,19,12,13,17,3529,15,44
2026-03-28, 11:31:51,013, 013, 016,010, 018,011,3532, 015,44,, 11:31:51,11,31,51,41511,,,11,10,13,13,16,18,3532,15,44
2026-03-28, 11:31:55,013, 019, 014,011, 018,011,3530, 015,44,, 11:31:55,11,31,55,41515,,,11,11,19,13,14,18,3530,15,44
2026-03-28, 11:32:00,012, 014, 013,009, 017,010,3530, 015,44,, 11:32:00,11,32,0,41520,,,10,9,14,12,13,17,3530,15,44
2026-03-28, 11:32:04,012, 018, 013,009, 017,009,3531, 015,44,, 11:32:04,11,32,4,41524,,,9,9,18,12,13,17,3531,15,44
2026-03-28, 11:32:09,013, 020, 016,011, 018,011,3531, 015,44,, 11:32:09,11,32,9,41529,,,11,11,20,13,16,18,3531,15,44
2026-03-28, 11:32:13,013, 019, 016,011, 018,010,3534, 016,44,, 11:32:13,11,32,13,41533,,,10,11,19,13,16,18,3534,16,44
2026-03-28, 11:32:18,012, 018, 013,010, 017,010,3535, 016,44,, 11:32:18,11,32,18,41538,,,10,10,18,12,13,17,3535,16,44
2026-03-28, 11:32:22,012, 016, 013,009, 017,010,3535, 016,44,, 11:32:22,11,32,22,41542,,,10,9,16,12,13,17,3535,16,44
2026-03-28, 11:32:27,013, 013, 014,011, 018,010,3538, 016,44,, 11:32:27,11,32,27,41547,,,10,11,13,13,14,18,3538,16,44
2026-03-28, 11:32:31,013, 016, 014,011, 018,010,3540, 016,44,, 11:32:31,11,32,31,41551,,,10,11,16,13,14,18,3540,16,44
2026-03-28, 11:32:36,012, 015, 013,009, 017,010,3541, 016,44,, 11:32:36,11,32,36,41556,,,10,9,15,12,13,17,3541,16,44
2026-03-28, 11:32:40,012, 020, 013,010, 017,009,3541, 016,44,, 11:32:40,11,32,40,41560,,,9,10,20,12,13,17,3541,16,44
2026-03-28, 11:32:45,013, 015, 014,011, 018,010,3542, 016,44,, 11:32:45,11,32,45,41565,,,10,11,15,13,14,18,3542,16,44
2026-03-28, 11:32:49,013, 015, 014,010, 018,010,3542, 016,44,, 11:32:49,11,32,49,41569,,,10,10,15,13,14,18,3542,16,44
2026-03-28, 11:32:54,012, 019, 015,009, 017,009,3543, 016,44,, 11:32:54,11,32,54,41574,,,9,9,19,12,15,17,3543,16,44
2026-03-28, 11:32:58,013, 017, 016,010, 018,011,3546, 016,44,, 11:32:58,11,32,58,41578,,,11,10,17,13,16,18,3546,16,44
2026-03-28, 11:33:03,013, 018, 014,011, 018,011,3546, 017,43,, 11:33:03,11,33,3,41583,,,11,11,18,13,14,18,3546,17,43
2026-03-28, 11:33:07,012, 015, 015,010, 017,009,3547, 017,43,, 11:33:07,11,33,7,41587,,,9,10,15,12,15,17,3547,17,43
2026-03-28, 11:33:12,012, 012, 013,010, 017,010,3546, 017,43,, 11:33:12,11,33,12,41592,,,10,10,12,12,13,17,3546,17,43
2026-03-28, 11:33:16,013, 014, 014,011, 018,011,3546, 017,43,, 11:33:16,11,33,16,41596,,,11,11,14,13,14,18,3546,17,43
2026-03-28, 11:33:21,013, 015, 014,011, 018,010,3547, 017,43,, 11:33:21,11,33,21,41601,,,10,11,15,13,14,18,3547,17,43
2026-03-28, 11:33:25,012, 013, 013,009, 017,010,3548, 017,43,, 11:33:25,11,33,25,41605,,,10,9,13,12,13,17,3548,17,43
2026-03-28, 11:33:30,012, 014, 015,009, 017,009,3550, 017,43,, 11:33:30,11,33,30,41610,,,9,9,14,12,15,17,3550,17,43
2026-03-28, 11:33:34,012, 015, 015,010, 017,009,3553, 017,43,, 11:33:34,11,33,34,41614,,,9,10,15,12,15,17,3553,17,43
2026-03-28, 11:33:39,013, 013, 014,010, 018,011,3554, 017,43,, 11:33:39,11,33,39,41619,,,11,10,13,13,14,18,3554,17,43
2026-03-28, 11:33:43,012, 020, 013,009, 017,010,3556, 017,43,, 11:33:43,11,33,43,41623,,,10,9,20,12,13,17,3556,17,43
2026-03-28, 11:33:48,012, 014, 013,010, 017,010,3557, 017,43,, 11:33:48,11,33,48,41628,,,10,10,14,12,13,17,3557,17,43
2026-03-28, 11:33:52,012, 021, 013,010, 017,010,3558, 017,43,, 11:33:52,11,33,52,41632,,,10,10,21,12,13,17,3558,17,43
2026-03-28, 11:33:57,013, 017, 016,010, 018,011,3557, 018,43,, 11:33:57,11,33,57,41637,,,11,10,17,13,16,18,3557,18,43
2026-03-28, 11:34:01,012, 020, 013,009, 017,010,3558, 018,43,, 11:34:01,11,34,1,41641,,,10,9,20,12,13,17,3558,18,43
2026-03-28, 11:34:06,012, 012, 015,010, 017,009,3558, 018,43,, 11:34:06,11,34,6,41646,,,9,10,12,12,15,17,3558,18,43
2026-03-28, 11:34:10,013, 020, 016,010, 018,010,3559, 018,43,, 11:34:10,11,34,10,41650,,,10,10,20,13,16,18,3559,18,43
2026-03-28, 11:34:15,013, 017, 014,011, 018,010,3561, 018,43,, 11:34:15,11,34,15,41655,,,10,11,17,13,14,18,3561,18,43
2026-03-28, 11:34:19,012, 015, 013,009, 017,010,3561, 018,42,, 11:34:19,11,34,19,41659,,,10,9,15,12,13,17,3561,18,42
2026-03-28, 11:34:24,012, 012, 013,009, 017,009,3562, 018,42,, 11:34:24,11,34,24,41664,,,9,9,12,12,13,17,3562,18,42
2026-03-28, 11:34:28,013, 019, 014,010, 018,011,3563, 018,42,, 11:34:28,11,34,28,41668,,,11,10,19,13,14,18,3563,18,42
2026-03-28, 11:34:33,013, 013, 016,010, 018,011,3563, 018,42,, 11:34:33,11,34,33,41673,,,11,10,13,13,16,18,3563,18,42
2026-03-28, 11:34:37,012, 019, 015,010, 017,010,3563, 018,42,, 11:34:37,11,34,37,41677,,,10,10,19,12,15,17,3563,18,42
2026-03-28, 11:34:42,013, 014, 016,010, 018,011,3551, 018,42,, 11:34:42,11,34,42,41682,,,11,10,14,13,16,18,3551,18,42
2026-03-28, 11:34:46,013, 020, 014,011, 018,011,3509, 019,42,, 11:34:46,11,34,46,41686,,,11,11,20,13,14,18,3509,19,42
2026-03-28, 11:34:51,012, 012, 013,009, 017,010,3482, 019,42,, 11:34:51,11,34,51,41691,,,10,9,12,12,13,17,3482,19,42
2026-03-28, 11:34:55,012, 014, 013,010, 017,010,3469, 019,42,, 11:34:55,11,34,55,41695,,,10,10,14,12,13,17,3469,19,42
2026-03-28, 11:35:00,013, 020, 016,010, 018,011,3460, 019,42,, 11:35:00,11,35,0,41700,,,11,10,20,13,16,18,3460,19,42
2026-03-28, 11:35:04,013, 018, 016,010, 018,010,3453, 019,42,, 11:35:04,11,35,4,41704,,,10,10,18,13,16,18,3453,19,42
2026-03-28, 11:35:09,012, 018, 015,009, 017,010,3451, 019,41,, 11:35:09,11,35,9,41709,,,10,9,18,12,15,17,3451,19,41
2026-03-28, 11:35:13,012, 021, 015,010, 017,010,3449, 019,41,, 11:35:13,11,35,13,41713,,,10,10,21,12,15,17,3449,19,41
2026-03-28, 11:35:18,013, 021, 014,011, 018,010,3450, 019,41,, 11:35:18,11,35,18,41718,,,10,11,21,13,14,18,3450,19,41
2026-03-28, 11:35:22,013, 018, 014,010, 018,011,3451, 019,41,, 11:35:22,11,35,22,41722,,,11,10,18,13,14,18,3451,19,41
2026-03-28, 11:35:27,012, 016, 013,010, 017,009,3451, 019,41,, 11:35:27,11,35,27,41727,,,9,10,16,12,13,17,3451,19,41
2026-03-28, 11:35:31,012, 020, 013,010, 017,010,3451, 019,41,, 11:35:31,11,35,31,41731,,,10,10,20,12,13,17,3451,19,41
2026-03-28, 11:35:36,013, 016, 014,010, 018,011,3453, 019,41,, 11:35:36,11,35,36,41736,,,11,10,16,13,14,18,3453,19,41
2026-03-28, 11:35:40,013, 019, 016,010, 018,011,3451, 019,41,, 11:35:40,11,35,40,41740,,,11,10,19,13,16,18,3451,19,41
2026-03-28, 11:35:45,012, 014, 015,009, 017,010,3453, 020,41,, 11:35:45,11,35,45,41745,,,10,9,14,12,15,17,3453,20,41
2026-03-28, 11:35:49,012, 016, 013,009, 017,010,3451, 020,40,, 11:35:49,11,35,49,41749,,,10,9,16,12,13,17,3451,20,40
2026-03-28, 11:35:54,013, 022, 014,010, 018,011,3449, 020,40,, 11:35:54,11,35,54,41754,,,11,10,22,13,14,18,3449,20,40
2026-03-28, 11:35:58,013, 022, 014,011, 018,011,3450, 020,40,, 11:35:58,11,35,58,41758,,,11,11,22,13,14,18,3450,20,40
2026-03-28, 11:36:03,012, 012, 015,010, 017,009,3450, 020,40,, 11:36:03,11,36,3,41763,,,9,10,12,12,15,17,3450,20,40
2026-03-28, 11:36:07,012, 013, 015,010, 017,010,3451, 020,40,, 11:36:07,11,36,7,41767,,,10,10,13,12,15,17,3451,20,40
2026-03-28, 11:36:12,013, 020, 014,010, 018,011,3453, 020,40,, 11:36:12,11,36,12,41772,,,11,10,20,13,14,18,3453,20,40
2026-03-28, 11:36:16,012, 017, 015,009, 017,009,3455, 020,40,, 11:36:16,11,36,16,41776,,,9,9,17,12,15,17,3455,20,40
2026-03-28, 11:36:21,012, 019, 013,010, 017,010,3453, 020,40,, 11:36:21,11,36,21,41781,,,10,10,19,12,13,17,3453,20,40
2026-03-28, 11:36:25,013, 018, 014,011, 018,011,3455, 020,40,, 11:36:25,11,36,25,41785,,,11,11,18,13,14,18,3455,20,40
2026-03-28, 11:36:30,013, 020, 016,011, 018,010,3455, 020,39,, 11:36:30,11,36,30,41790,,,10,11,20,13,16,18,3455,20,39
2026-03-28, 11:36:34,012, 015, 013,010, 017,010,3454, 020,39,, 11:36:34,11,36,34,41794,,,10,10,15,12,13,17,3454,20,39
2026-03-28, 11:36:39,012, 012, 013,010, 017,010,3452, 020,39,, 11:36:39,11,36,39,41799,,,10,10,12,12,13,17,3452,20,39
2026-03-28, 11:36:43,013, 015, 014,011, 018,010,3451, 021,39,, 11:36:43,11,36,43,41803,,,10,11,15,13,14,18,3451,21,39
2026-03-28, 11:36:48,013, 015, 014,011, 018,011,3448, 021,39,, 11:36:48,11,36,48,41808,,,11,11,15,13,14,18,3448,21,39
2026-03-28, 11:36:53,012, 016, 015,009, 017,010,3448, 021,38,, 11:36:53,11,36,53,41813,,,10,9,16,12,15,17,3448,21,38
2026-03-28, 11:36:57,012, 014, 015,009, 017,010,3445, 021,38,, 11:36:57,11,36,57,41817,,,10,9,14,12,15,17,3445,21,38
2026-03-28, 11:37:02,013, 014, 016,011, 018,010,3442, 021,38,, 11:37:02,11,37,2,41822,,,10,11,14,13,16,18,3442,21,38
2026-03-28, 11:37:06,013, 018, 016,011, 018,010,3438, 021,37,, 11:37:06,11,37,6,41826,,,10,11,18,13,16,18,3438,21,37
2026-03-28, 11:37:11,012, 019, 015,010, 017,009,3429, 021,37,, 11:37:11,11,37,11,41831,,,9,10,19,12,15,17,3429,21,37
2026-03-28, 11:37:15,012, 019, 013,010, 017,010,3423, 021,37,, 11:37:15,11,37,15,41835,,,10,10,19,12,13,17,3423,21,37
2026-03-28, 11:37:20,013, 015, 016,010, 018,011,3420, 021,37,, 11:37:20,11,37,20,41840,,,11,10,15,13,16,18,3420,21,37
2026-03-28, 11:37:24,013, 016, 016,011, 018,010,3421, 021,37,, 11:37:24,11,37,24,41844,,,10,11,16,13,16,18,3421,21,37
2026-03-28, 11:37:29,012, 012, 013,009, 017,010,3420, 021,37,, 11:37:29,11,37,29,41849,,,10,9,12,12,13,17,3420,21,37
2026-03-28, 11:37:33,012, 019, 015,009, 017,009,3421, 021,37,, 11:37:33,11,37,33,41853,,,9,9,19,12,15,17,3421,21,37
2026-03-28, 11:37:38,013, 016, 016,011, 018,010,3424, 021,37,, 11:37:38,11,37,38,41858,,,10,11,16,13,16,18,3424,21,37
2026-03-28, 11:37:42,013, 018, 016,011, 018,010,3426, 021,37,, 11:37:42,11,37,42,41862,,,10,11,18,13,16,18,3426,21,37
2026-03-28, 11:37:47,012, 016, 013,009, 017,010,3427, 021,37,, 11:37:47,11,37,47,41867,,,10,9,16,12,13,17,3427,21,37
2026-03-28, 11:37:51,012, 017, 015,009, 017,010,3429, 022,37,, 11:37:51,11,37,51,41871,,,10,9,17,12,15,17,3429,22,37
2026-03-28, 11:37:56,013, 015, 016,011, 018,011,3431, 022,37,, 11:37:56,11,37,56,41876,,,11,11,15,13,16,18,3431,22,37
2026-03-28, 11:38:00,013, 019, 014,010, 018,010,3432, 022,37,, 11:38:00,11,38,0,41880,,,10,10,19,13,14,18,3432,22,37
2026-03-28, 11:38:05,012, 018, 015,010, 017,009,3433, 022,37,, 11:38:05,11,38,5,41885,,,9,10,18,12,15,17,3433,22,37
2026-03-28, 11:38:09,012, 019, 015,010, 017,010,3434, 022,37,, 11:38:09,11,38,9,41889,,,10,10,19,12,15,17,3434,22,37
2026-03-28, 11:38:14,013, 015, 014,011, 018,011,3436, 022,36,, 11:38:14,11,38,14,41894,,,11,11,15,13,14,18,3436,22,36
2026-03-28, 11:38:18,013, 021, 016,011, 018,010,3436, 022,36,, 11:38:18,11,38,18,41898,,,10,11,21,13,16,18,3436,22,36
2026-03-28, 11:38:23,011, 016, 012,008, 015,008,3436, 022,36,, 11:38:23,11,38,23,41903,,,8,8,16,11,12,15,3436,22,36
2026-03-28, 11:38:27,012, 019, 013,009, 017,010,3436, 022,36,, 11:38:27,11,38,27,41907,,,10,9,19,12,13,17,3436,22,36
2026-03-28, 11:38:32,011, 015, 012,009, 015,009,3435, 022,36,, 11:38:32,11,38,32,41912,,,9,9,15,11,12,15,3435,22,36
2026-03-28, 11:38:36,012, 019, 013,009, 017,009,3438, 022,36,, 11:38:36,11,38,36,41916,,,9,9,19,12,13,17,3438,22,36
2026-03-28, 11:38:41,012, 021, 013,009, 017,009,3440, 022,36,, 11:38:41,11,38,41,41921,,,9,9,21,12,13,17,3440,22,36
2026-03-28, 11:38:45,012, 019, 013,010, 017,009,3442, 022,36,, 11:38:45,11,38,45,41925,,,9,10,19,12,13,17,3442,22,36
2026-03-28, 11:38:50,012, 012, 013,010, 017,009,3443, 022,36,, 11:38:50,11,38,50,41930,,,9,10,12,12,13,17,3443,22,36
2026-03-28, 11:38:54,013, 021, 016,011, 018,011,3444, 022,37,, 11:38:54,11,38,54,41934,,,11,11,21,13,16,18,3444,22,37
2026-03-28, 11:38:59,012, 021, 015,010, 017,009,3445, 022,37,, 11:38:59,11,38,59,41939,,,9,10,21,12,15,17,3445,22,37
2026-03-28, 11:39:03,013, 016, 016,010, 018,011,3447, 022,37,, 11:39:03,11,39,3,41943,,,11,10,16,13,16,18,3447,22,37
2026-03-28, 11:39:08,012, 015, 015,010, 017,009,3449, 023,36,, 11:39:08,11,39,8,41948,,,9,10,15,12,15,17,3449,23,36
2026-03-28, 11:39:12,012, 019, 013,009, 017,009,3436, 023,36,, 11:39:12,11,39,12,41952,,,9,9,19,12,13,17,3436,23,36
2026-03-28, 11:39:17,012, 018, 013,009, 017,010,3389, 023,36,, 11:39:17,11,39,17,41957,,,10,9,18,12,13,17,3389,23,36
2026-03-28, 11:39:21,011, 018, 013,008, 015,009,3361, 023,36,, 11:39:21,11,39,21,41961,,,9,8,18,11,13,15,3361,23,36
2026-03-28, 11:39:26,013, 015, 014,010, 018,011,3347, 023,36,, 11:39:26,11,39,26,41966,,,11,10,15,13,14,18,3347,23,36
2026-03-28, 11:39:30,011, 020, 012,009, 015,009,3336, 023,36,, 11:39:30,11,39,30,41970,,,9,9,20,11,12,15,3336,23,36
2026-03-28, 11:39:35,013, 019, 014,011, 018,011,3332, 023,36,, 11:39:35,11,39,35,41975,,,11,11,19,13,14,18,3332,23,36
2026-03-28, 11:39:39,012, 013, 013,010, 017,009,3332, 023,36,, 11:39:39,11,39,39,41979,,,9,10,13,12,13,17,3332,23,36
2026-03-28, 11:39:44,012, 014, 013,009, 017,010,3329, 023,36,, 11:39:44,11,39,44,41984,,,10,9,14,12,13,17,3329,23,36
2026-03-28, 11:39:48,013, 021, 014,010, 018,010,3329, 023,36,, 11:39:48,11,39,48,41988,,,10,10,21,13,14,18,3329,23,36
2026-03-28, 11:39:53,013, 019, 016,011, 018,010,3330, 023,36,, 11:39:53,11,39,53,41993,,,10,11,19,13,16,18,3330,23,36
2026-03-28, 11:39:57,011, 013, 012,009, 015,008,3328, 023,36,, 11:39:57,11,39,57,41997,,,8,9,13,11,12,15,3328,23,36
2026-03-28, 11:40:02,011, 016, 012,009, 015,008,3329, 023,36,, 11:40:02,11,40,2,42002,,,8,9,16,11,12,15,3329,23,36
2026-03-28, 11:40:06,012, 018, 015,010, 017,010,3331, 023,36,, 11:40:06,11,40,6,42006,,,10,10,18,12,15,17,3331,23,36
2026-03-28, 11:40:11,011, 012, 012,008, 015,008,3335, 023,36,, 11:40:11,11,40,11,42011,,,8,8,12,11,12,15,3335,23,36
2026-03-28, 11:40:15,011, 014, 012,009, 015,008,3336, 023,36,, 11:40:15,11,40,15,42015,,,8,9,14,11,12,15,3336,23,36
2026-03-28, 11:40:20,011, 011, 013,008, 015,008,3336, 023,36,, 11:40:20,11,40,20,42020,,,8,8,11,11,13,15,3336,23,36
2026-03-28, 11:40:24,012, 015, 013,009, 017,009,3338, 023,36,, 11:40:24,11,40,24,42024,,,9,9,15,12,13,17,3338,23,36
2026-03-28, 11:40:29,012, 021, 015,009, 017,010,3341, 024,36,, 11:40:29,11,40,29,42029,,,10,9,21,12,15,17,3341,24,36
2026-03-28, 11:40:33,011, 020, 012,008, 015,008,3345, 024,36,, 11:40:33,11,40,33,42033,,,8,8,20,11,12,15,3345,24,36
2026-03-28, 11:40:38,012, 013, 013,010, 017,009,3342, 024,36,, 11:40:38,11,40,38,42038,,,9,10,13,12,13,17,3342,24,36
2026-03-28, 11:40:42,012, 012, 015,009, 017,009,3339, 024,35,, 11:40:42,11,40,42,42042,,,9,9,12,12,15,17,3339,24,35
2026-03-28, 11:40:47,011, 014, 013,009, 015,009,3334, 024,35,, 11:40:47,11,40,47,42047,,,9,9,14,11,13,15,3334,24,35
2026-03-28, 11:40:51,011, 017, 013,008, 015,009,3332, 024,35,, 11:40:51,11,40,51,42051,,,9,8,17,11,13,15,3332,24,35
2026-03-28, 11:40:56,012, 015, 015,010, 017,010,3328, 024,34,, 11:40:56,11,40,56,42056,,,10,10,15,12,15,17,3328,24,34
