,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,elapsed,altitude,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,ppm,oC,%
date,time,PM2.5,PM1.0,PM5.0,PM0.5,PM10,PM.3,CO2,temp,humidity,,time,hour,minute,second,total s,time (s),(ft),PM.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10,CO2,temp,humidity
2026-03-28, 10:09:59,012, 017, 015,010, 017,010,0421, 025,13,, 10:09:59,10,9,59,36599,1915,38072.1925,10,10,17,12,15,17,421,25,13
2026-03-28, 10:10:04,011, 018, 013,009, 015,009,0424, 024,13,, 10:10:04,10,10,4,36604,1920,38217.5,9,9,18,11,13,15,424,24,13
2026-03-28, 10:10:09,012, 014, 015,009, 017,010,0422, 024,13,, 10:10:09,10,10,9,36609,1925,38362.962499999994,10,9,14,12,15,17,422,24,13
2026-03-28, 10:10:14,011, 014, 013,009, 015,008,0421, 024,13,, 10:10:14,10,10,14,36614,1930,38508.58,8,9,14,11,13,15,421,24,13
2026-03-28, 10:10:19,012, 016, 013,010, 017,010,0421, 024,13,, 10:10:19,10,10,19,36619,1935,38654.35249999999,10,10,16,12,13,17,421,24,13
2026-03-28, 10:10:24,011, 016, 013,009, 015,008,0425, 024,13,, 10:10:24,10,10,24,36624,1940,38800.28,8,9,16,11,13,15,425,24,13
2026-03-28, 10:10:29,012, 019, 015,009, 017,009,0420, 024,13,, 10:10:29,10,10,29,36629,1945,38946.36249999999,9,9,19,12,15,17,420,24,13
2026-03-28, 10:10:34,011, 012, 012,008, 015,009,0427, 024,13,, 10:10:34,10,10,34,36634,1950,39092.6,9,8,12,11,12,15,427,24,13
2026-03-28, 10:10:39,012, 013, 013,010, 017,010,0422, 024,13,, 10:10:39,10,10,39,36639,1955,39238.99249999999,10,10,13,12,13,17,422,24,13
2026-03-28, 10:10:44,011, 018, 012,009, 015,009,0421, 024,12,, 10:10:44,10,10,44,36644,1960,39385.53999999999,9,9,18,11,12,15,421,24,12
2026-03-28, 10:10:50,012, 012, 015,009, 017,010,0428, 024,12,, 10:10:50,10,10,50,36650,1966,39561.601599999995,10,9,12,12,15,17,428,24,12
2026-03-28, 10:10:54,011, 019, 012,009, 015,008,0421, 024,12,, 10:10:54,10,10,54,36654,1970,39679.1,8,9,19,11,12,15,421,24,12
2026-03-28, 10:11:00,012, 019, 013,010, 017,010,0429, 024,12,, 10:11:00,10,11,0,36660,1976,39855.533599999995,10,10,19,12,13,17,429,24,12
2026-03-28, 10:11:04,011, 018, 013,009, 015,009,0423, 023,12,, 10:11:04,10,11,4,36664,1980,39973.27999999999,9,9,18,11,13,15,423,23,12
2026-03-28, 10:11:09,012, 019, 015,010, 017,010,0424, 023,12,, 10:11:09,10,11,9,36669,1985,40120.6025,10,10,19,12,15,17,424,23,12
2026-03-28, 10:11:14,011, 016, 013,008, 015,008,0426, 023,12,, 10:11:14,10,11,14,36674,1990,40268.079999999994,8,8,16,11,13,15,426,23,12
2026-03-28, 10:11:20,012, 021, 015,009, 017,009,0429, 023,12,, 10:11:20,10,11,20,36680,1996,40445.2576,9,9,21,12,15,17,429,23,12
2026-03-28, 10:11:24,011, 020, 012,008, 015,009,0424, 023,12,, 10:11:24,10,11,24,36684,2000,40563.5,9,8,20,11,12,15,424,23,12
2026-03-28, 10:11:30,012, 021, 013,010, 017,009,0422, 023,12,, 10:11:30,10,11,30,36690,2006,40741.04959999999,9,10,21,12,13,17,422,23,12
2026-03-28, 10:11:34,011, 013, 012,009, 015,008,0428, 023,12,, 10:11:34,10,11,34,36694,2010,40859.53999999999,8,9,13,11,12,15,428,23,12
2026-03-28, 10:11:40,011, 014, 012,008, 015,009,0429, 023,12,, 10:11:40,10,11,40,36700,2016,41037.461599999995,9,8,14,11,12,15,429,23,12
2026-03-28, 10:11:44,011, 013, 012,008, 015,008,0421, 023,12,, 10:11:44,10,11,44,36704,2020,41156.2,8,8,13,11,12,15,421,23,12
2026-03-28, 10:11:50,011, 012, 012,009, 015,008,0422, 023,12,, 10:11:50,10,11,50,36710,2026,41334.4936,8,9,12,11,12,15,422,23,12
2026-03-28, 10:11:54,011, 016, 013,009, 015,008,0429, 023,12,, 10:11:54,10,11,54,36714,2030,41453.479999999996,8,9,16,11,13,15,429,23,12
2026-03-28, 10:12:00,011, 018, 013,009, 015,008,0425, 023,12,, 10:12:00,10,12,0,36720,2036,41632.145599999996,8,9,18,11,13,15,425,23,12
2026-03-28, 10:12:04,011, 016, 012,009, 015,009,0422, 022,12,, 10:12:04,10,12,4,36724,2040,41751.38,9,9,16,11,12,15,422,22,12
2026-03-28, 10:12:10,012, 020, 015,009, 017,010,0423, 022,12,, 10:12:10,10,12,10,36730,2046,41930.4176,10,9,20,12,15,17,423,22,12
2026-03-28, 10:12:14,011, 017, 013,009, 015,009,0420, 022,12,, 10:12:14,10,12,14,36734,2050,42049.899999999994,9,9,17,11,13,15,420,22,12
2026-03-28, 10:12:20,012, 013, 015,010, 017,009,0424, 022,12,, 10:12:20,10,12,20,36740,2056,42229.30959999999,9,10,13,12,15,17,424,22,12
2026-03-28, 10:12:24,011, 020, 012,009, 015,008,0425, 022,12,, 10:12:24,10,12,24,36744,2060,42349.03999999999,8,9,20,11,12,15,425,22,12
2026-03-28, 10:12:30,012, 016, 015,010, 017,009,0422, 022,12,, 10:12:30,10,12,30,36750,2066,42528.821599999996,9,10,16,12,15,17,422,22,12
2026-03-28, 10:12:34,011, 013, 013,008, 015,008,0427, 022,12,, 10:12:34,10,12,34,36754,2070,42648.79999999999,8,8,13,11,13,15,427,22,12
2026-03-28, 10:12:40,012, 020, 015,009, 017,009,0427, 022,12,, 10:12:40,10,12,40,36760,2076,42828.95359999999,9,9,20,12,15,17,427,22,12
2026-03-28, 10:12:44,011, 012, 012,008, 015,008,0425, 022,12,, 10:12:44,10,12,44,36764,2080,42949.17999999999,8,8,12,11,12,15,425,22,12
2026-03-28, 10:12:50,011, 014, 013,009, 015,009,0448, 022,12,, 10:12:50,10,12,50,36770,2086,43129.705599999994,9,9,14,11,13,15,448,22,12
2026-03-28, 10:12:54,012, 014, 013,009, 017,010,0452, 022,12,, 10:12:54,10,12,54,36774,2090,43250.18,10,9,14,12,13,17,452,22,12
2026-03-28, 10:13:00,011, 014, 012,009, 015,008,0435, 022,12,, 10:13:00,10,13,0,36780,2096,43431.07759999999,8,9,14,11,12,15,435,22,12
2026-03-28, 10:13:04,012, 021, 015,010, 017,009,0426, 021,12,, 10:13:04,10,13,4,36784,2100,43551.799999999996,9,10,21,12,15,17,426,21,12
2026-03-28, 10:13:10,011, 011, 012,008, 015,009,0423, 021,12,, 10:13:10,10,13,10,36790,2106,43733.069599999995,9,8,11,11,12,15,423,21,12
2026-03-28, 10:13:14,012, 013, 013,010, 017,009,0425, 021,12,, 10:13:14,10,13,14,36794,2110,43854.04,9,10,13,12,13,17,425,21,12
2026-03-28, 10:13:20,011, 019, 012,008, 015,008,0420, 021,12,, 10:13:20,10,13,20,36800,2116,44035.681599999996,8,8,19,11,12,15,420,21,12
2026-03-28, 10:13:24,012, 014, 015,010, 017,009,0420, 021,12,, 10:13:24,10,13,24,36804,2120,44156.899999999994,9,10,14,12,15,17,420,21,12
2026-03-28, 10:13:30,012, 019, 013,010, 017,010,0429, 021,12,, 10:13:30,10,13,30,36810,2126,44338.91359999999,10,10,19,12,13,17,429,21,12
2026-03-28, 10:13:34,011, 011, 013,008, 015,009,0421, 021,12,, 10:13:34,10,13,34,36814,2130,44460.38,9,8,11,11,13,15,421,21,12
2026-03-28, 10:13:40,012, 013, 013,010, 017,009,0429, 021,12,, 10:13:40,10,13,40,36820,2136,44642.7656,9,10,13,12,13,17,429,21,12
2026-03-28, 10:13:44,011, 016, 012,009, 015,009,0423, 021,12,, 10:13:44,10,13,44,36824,2140,44764.479999999996,9,9,16,11,12,15,423,21,12
2026-03-28, 10:13:49,012, 020, 013,009, 017,010,0428, 021,12,, 10:13:49,10,13,49,36829,2145,44916.7625,10,9,20,12,13,17,428,21,12
2026-03-28, 10:13:54,011, 014, 012,008, 015,009,0426, 021,12,, 10:13:54,10,13,54,36834,2150,45069.2,9,8,14,11,12,15,426,21,12
2026-03-28, 10:13:59,012, 017, 013,009, 017,009,0420, 020,12,, 10:13:59,10,13,59,36839,2155,45221.792499999996,9,9,17,12,13,17,420,20,12
2026-03-28, 10:14:04,011, 012, 012,009, 015,009,0420, 020,12,, 10:14:04,10,14,4,36844,2160,45374.53999999999,9,9,12,11,12,15,420,20,12
2026-03-28, 10:14:10,012, 021, 013,010, 017,009,0426, 020,12,, 10:14:10,10,14,10,36850,2166,45558.0416,9,10,21,12,13,17,426,20,12
2026-03-28, 10:14:14,011, 016, 012,009, 015,009,0424, 020,12,, 10:14:14,10,14,14,36854,2170,45680.5,9,9,16,11,12,15,424,20,12
2026-03-28, 10:14:19,012, 015, 013,010, 017,010,0424, 020,12,, 10:14:19,10,14,19,36859,2175,45833.712499999994,10,10,15,12,13,17,424,20,12
2026-03-28, 10:14:24,011, 018, 012,008, 015,008,0428, 020,12,, 10:14:24,10,14,24,36864,2180,45987.08,8,8,18,11,12,15,428,20,12
2026-03-28, 10:14:29,012, 021, 013,010, 017,010,0422, 020,12,, 10:14:29,10,14,29,36869,2185,46140.60249999999,10,10,21,12,13,17,422,20,12
2026-03-28, 10:14:34,011, 012, 012,008, 015,009,0424, 020,12,, 10:14:34,10,14,34,36874,2190,46294.28,9,8,12,11,12,15,424,20,12
2026-03-28, 10:14:39,012, 020, 013,010, 017,009,0425, 020,12,, 10:14:39,10,14,39,36879,2195,46448.11249999999,9,10,20,12,13,17,425,20,12
2026-03-28, 10:14:44,011, 012, 013,009, 015,008,0429, 020,12,, 10:14:44,10,14,44,36884,2200,46602.1,8,9,12,11,13,15,429,20,12
2026-03-28, 10:14:49,012, 018, 013,010, 017,010,0429, 020,12,, 10:14:49,10,14,49,36889,2205,46756.24249999999,10,10,18,12,13,17,429,20,12
2026-03-28, 10:14:54,011, 011, 013,008, 015,009,0423, 019,12,, 10:14:54,10,14,54,36894,2210,46910.53999999999,9,8,11,11,13,15,423,19,12
2026-03-28, 10:14:59,012, 016, 015,010, 017,010,0423, 019,12,, 10:14:59,10,14,59,36899,2215,47064.9925,10,10,16,12,15,17,423,19,12
2026-03-28, 10:15:04,011, 015, 013,009, 015,009,0420, 019,12,, 10:15:04,10,15,4,36904,2220,47219.6,9,9,15,11,13,15,420,19,12
2026-03-28, 10:15:09,012, 013, 013,010, 017,010,0423, 019,12,, 10:15:09,10,15,9,36909,2225,47374.362499999996,10,10,13,12,13,17,423,19,12
2026-03-28, 10:15:14,011, 011, 013,009, 015,008,0420, 019,12,, 10:15:14,10,15,14,36914,2230,47529.27999999999,8,9,11,11,13,15,420,19,12
2026-03-28, 10:15:19,012, 012, 013,010, 017,009,0429, 019,12,, 10:15:19,10,15,19,36919,2235,47684.3525,9,10,12,12,13,17,429,19,12
2026-03-28, 10:15:24,011, 014, 013,009, 015,008,0424, 019,12,, 10:15:24,10,15,24,36924,2240,47839.579999999994,8,9,14,11,13,15,424,19,12
2026-03-28, 10:15:29,012, 021, 015,010, 017,010,0428, 019,12,, 10:15:29,10,15,29,36929,2245,47994.962499999994,10,10,21,12,15,17,428,19,12
2026-03-28, 10:15:34,011, 018, 013,009, 015,009,0441, 019,12,, 10:15:34,10,15,34,36934,2250,48150.49999999999,9,9,18,11,13,15,441,19,12
2026-03-28, 10:15:39,012, 021, 013,009, 017,009,0451, 019,12,, 10:15:39,10,15,39,36939,2255,48306.1925,9,9,21,12,13,17,451,19,12
2026-03-28, 10:15:44,011, 017, 013,008, 015,009,0439, 018,12,, 10:15:44,10,15,44,36944,2260,48462.03999999999,9,8,17,11,13,15,439,18,12
2026-03-28, 10:15:49,012, 016, 015,009, 017,009,0426, 018,12,, 10:15:49,10,15,49,36949,2265,48618.042499999996,9,9,16,12,15,17,426,18,12
2026-03-28, 10:15:54,011, 017, 013,008, 015,009,0424, 018,12,, 10:15:54,10,15,54,36954,2270,48774.2,9,8,17,11,13,15,424,18,12
2026-03-28, 10:15:59,012, 017, 015,010, 017,009,0426, 018,12,, 10:15:59,10,15,59,36959,2275,48930.5125,9,10,17,12,15,17,426,18,12
2026-03-28, 10:16:04,011, 016, 013,009, 015,008,0429, 018,12,, 10:16:04,10,16,4,36964,2280,49086.979999999996,8,9,16,11,13,15,429,18,12
2026-03-28, 10:16:09,012, 015, 015,009, 017,010,0428, 018,12,, 10:16:09,10,16,9,36969,2285,49243.60249999999,10,9,15,12,15,17,428,18,12
2026-03-28, 10:16:14,011, 018, 012,008, 015,009,0426, 018,12,, 10:16:14,10,16,14,36974,2290,49400.38,9,8,18,11,12,15,426,18,12
2026-03-28, 10:16:19,012, 012, 015,009, 017,009,0428, 018,12,, 10:16:19,10,16,19,36979,2295,49557.3125,9,9,12,12,15,17,428,18,12
2026-03-28, 10:16:24,011, 018, 013,009, 015,009,0446, 018,12,, 10:16:24,10,16,24,36984,2300,49714.399999999994,9,9,18,11,13,15,446,18,12
2026-03-28, 10:16:29,012, 012, 013,010, 017,010,0463, 018,12,, 10:16:29,10,16,29,36989,2305,49871.6425,10,10,12,12,13,17,463,18,12
2026-03-28, 10:16:34,011, 017, 012,009, 015,009,0449, 018,12,, 10:16:34,10,16,34,36994,2310,50029.03999999999,9,9,17,11,12,15,449,18,12
2026-03-28, 10:16:39,012, 012, 013,010, 017,010,0435, 017,12,, 10:16:39,10,16,39,36999,2315,50186.5925,10,10,12,12,13,17,435,17,12
2026-03-28, 10:16:44,011, 015, 012,009, 015,009,0430, 017,12,, 10:16:44,10,16,44,37004,2320,50344.29999999999,9,9,15,11,12,15,430,17,12
2026-03-28, 10:16:49,012, 016, 015,009, 017,010,0426, 017,12,, 10:16:49,10,16,49,37009,2325,50502.1625,10,9,16,12,15,17,426,17,12
2026-03-28, 10:16:54,011, 013, 012,008, 015,009,0424, 017,12,, 10:16:54,10,16,54,37014,2330,50660.17999999999,9,8,13,11,12,15,424,17,12
2026-03-28, 10:16:59,012, 012, 013,009, 017,009,0424, 017,12,, 10:16:59,10,16,59,37019,2335,50818.35249999999,9,9,12,12,13,17,424,17,12
2026-03-28, 10:17:04,011, 014, 012,008, 015,009,0425, 017,12,, 10:17:04,10,17,4,37024,2340,50976.67999999999,9,8,14,11,12,15,425,17,12
2026-03-28, 10:17:09,011, 019, 012,008, 015,008,0424, 017,12,, 10:17:09,10,17,9,37029,2345,51135.1625,8,8,19,11,12,15,424,17,12
2026-03-28, 10:17:14,012, 020, 015,010, 017,009,0421, 017,12,, 10:17:14,10,17,14,37034,2350,54808.100000000006,9,10,20,12,15,17,421,17,12
2026-03-28, 10:17:19,011, 019, 012,009, 015,009,0422, 017,12,, 10:17:19,10,17,19,37039,2355,54916.490000000005,9,9,19,11,12,15,422,17,12
2026-03-28, 10:17:24,012, 018, 013,010, 017,009,0429, 017,12,, 10:17:24,10,17,24,37044,2360,55024.880000000005,9,10,18,12,13,17,429,17,12
2026-03-28, 10:17:29,011, 017, 012,009, 015,009,0424, 016,12,, 10:17:29,10,17,29,37049,2365,55133.270000000004,9,9,17,11,12,15,424,16,12
2026-03-28, 10:17:34,012, 015, 013,010, 017,009,0427, 016,12,, 10:17:34,10,17,34,37054,2370,55241.66,9,10,15,12,13,17,427,16,12
2026-03-28, 10:17:39,011, 019, 012,009, 015,009,0422, 016,12,, 10:17:39,10,17,39,37059,2375,55350.05,9,9,19,11,12,15,422,16,12
2026-03-28, 10:17:44,012, 015, 013,010, 017,009,0426, 016,12,, 10:17:44,10,17,44,37064,2380,55458.44,9,10,15,12,13,17,426,16,12
2026-03-28, 10:17:49,011, 018, 013,009, 015,008,0422, 016,12,, 10:17:49,10,17,49,37069,2385,55566.83,8,9,18,11,13,15,422,16,12
2026-03-28, 10:17:54,012, 016, 013,010, 017,009,0429, 016,12,, 10:17:54,10,17,54,37074,2390,55675.22000000001,9,10,16,12,13,17,429,16,12
2026-03-28, 10:17:59,012, 016, 015,009, 017,009,0420, 016,12,, 10:17:59,10,17,59,37079,2395,55783.61000000001,9,9,16,12,15,17,420,16,12
2026-03-28, 10:18:04,012, 012, 013,009, 017,009,0429, 016,12,, 10:18:04,10,18,4,37084,2400,55892.00000000001,9,9,12,12,13,17,429,16,12
2026-03-28, 10:18:09,011, 017, 013,009, 015,009,0420, 016,12,, 10:18:09,10,18,9,37089,2405,56000.39000000001,9,9,17,11,13,15,420,16,12
2026-03-28, 10:18:14,011, 011, 013,008, 015,008,0427, 016,12,, 10:18:14,10,18,14,37094,2410,56108.780000000006,8,8,11,11,13,15,427,16,12
2026-03-28, 10:18:19,012, 020, 013,009, 017,009,0426, 015,12,, 10:18:19,10,18,19,37099,2415,56217.170000000006,9,9,20,12,13,17,426,15,12
2026-03-28, 10:18:24,011, 011, 013,009, 015,009,0423, 015,12,, 10:18:24,10,18,24,37104,2420,56325.560000000005,9,9,11,11,13,15,423,15,12
2026-03-28, 10:18:29,012, 021, 015,010, 017,010,0421, 015,12,, 10:18:29,10,18,29,37109,2425,56433.950000000004,10,10,21,12,15,17,421,15,12
2026-03-28, 10:18:34,011, 020, 012,009, 015,008,0429, 015,12,, 10:18:34,10,18,34,37114,2430,56542.340000000004,8,9,20,11,12,15,429,15,12
2026-03-28, 10:18:39,012, 020, 015,009, 017,009,0421, 015,12,, 10:18:39,10,18,39,37119,2435,56650.73,9,9,20,12,15,17,421,15,12
2026-03-28, 10:18:44,011, 019, 013,009, 015,009,0428, 015,12,, 10:18:44,10,18,44,37124,2440,56759.12,9,9,19,11,13,15,428,15,12
2026-03-28, 10:18:49,012, 021, 013,009, 017,009,0425, 015,12,, 10:18:49,10,18,49,37129,2445,56867.51,9,9,21,12,13,17,425,15,12
2026-03-28, 10:18:54,011, 017, 012,009, 015,008,0426, 015,12,, 10:18:54,10,18,54,37134,2450,56975.9,8,9,17,11,12,15,426,15,12
2026-03-28, 10:18:59,012, 014, 013,010, 017,009,0428, 015,12,, 10:18:59,10,18,59,37139,2455,57084.29000000001,9,10,14,12,13,17,428,15,12
2026-03-28, 10:19:04,011, 013, 012,008, 015,009,0426, 015,12,, 10:19:04,10,19,4,37144,2460,57192.68000000001,9,8,13,11,12,15,426,15,12
2026-03-28, 10:19:09,012, 014, 013,009, 017,009,0426, 014,12,, 10:19:09,10,19,9,37149,2465,57301.07000000001,9,9,14,12,13,17,426,14,12
2026-03-28, 10:19:14,011, 014, 013,008, 015,008,0429, 014,12,, 10:19:14,10,19,14,37154,2470,57409.46000000001,8,8,14,11,13,15,429,14,12
2026-03-28, 10:19:19,012, 014, 013,009, 017,010,0426, 014,12,, 10:19:19,10,19,19,37159,2475,57517.850000000006,10,9,14,12,13,17,426,14,12
2026-03-28, 10:19:24,013, 019, 016,010, 018,011,0426, 014,12,, 10:19:24,10,19,24,37164,2480,57626.240000000005,11,10,19,13,16,18,426,14,12
2026-03-28, 10:19:29,012, 019, 015,010, 017,009,0427, 014,12,, 10:19:29,10,19,29,37169,2485,57734.630000000005,9,10,19,12,15,17,427,14,12
2026-03-28, 10:19:34,012, 013, 015,009, 017,009,0421, 014,12,, 10:19:34,10,19,34,37174,2490,57843.020000000004,9,9,13,12,15,17,421,14,12
2026-03-28, 10:19:39,012, 016, 013,010, 017,010,0425, 014,12,, 10:19:39,10,19,39,37179,2495,57951.41,10,10,16,12,13,17,425,14,12
2026-03-28, 10:19:44,013, 013, 016,010, 018,011,0427, 014,12,, 10:19:44,10,19,44,37184,2500,58059.8,11,10,13,13,16,18,427,14,12
2026-03-28, 10:19:49,012, 020, 015,010, 017,010,0422, 014,12,, 10:19:49,10,19,49,37189,2505,58168.19,10,10,20,12,15,17,422,14,12
2026-03-28, 10:19:54,013, 015, 014,011, 018,011,0420, 013,12,, 10:19:54,10,19,54,37194,2510,58276.58,11,11,15,13,14,18,420,13,12
2026-03-28, 10:19:59,013, 013, 016,011, 018,011,0428, 013,12,, 10:19:59,10,19,59,37199,2515,58384.97000000001,11,11,13,13,16,18,428,13,12
2026-03-28, 10:20:04,012, 020, 013,009, 017,010,0425, 013,12,, 10:20:04,10,20,4,37204,2520,58493.36000000001,10,9,20,12,13,17,425,13,12
2026-03-28, 10:20:09,013, 013, 016,010, 018,011,0425, 013,12,, 10:20:09,10,20,9,37209,2525,58601.75000000001,11,10,13,13,16,18,425,13,12
2026-03-28, 10:20:14,012, 013, 015,010, 017,010,0420, 013,12,, 10:20:14,10,20,14,37214,2530,58710.14000000001,10,10,13,12,15,17,420,13,12
2026-03-28, 10:20:19,013, 022, 014,011, 018,011,0424, 013,12,, 10:20:19,10,20,19,37219,2535,58818.530000000006,11,11,22,13,14,18,424,13,12
2026-03-28, 10:20:24,012, 019, 015,009, 017,010,0427, 013,12,, 10:20:24,10,20,24,37224,2540,58926.920000000006,10,9,19,12,15,17,427,13,12
2026-03-28, 10:20:29,013, 018, 014,011, 018,010,0426, 013,12,, 10:20:29,10,20,29,37229,2545,59035.310000000005,10,11,18,13,14,18,426,13,12
2026-03-28, 10:20:34,012, 013, 015,010, 017,009,0426, 013,12,, 10:20:34,10,20,34,37234,2550,59143.700000000004,9,10,13,12,15,17,426,13,12
2026-03-28, 10:20:39,013, 017, 016,010, 018,011,0427, 012,12,, 10:20:39,10,20,39,37239,2555,59252.090000000004,11,10,17,13,16,18,427,12,12
2026-03-28, 10:20:44,013, 021, 014,010, 018,010,0429, 012,12,, 10:20:44,10,20,44,37244,2560,59360.48,10,10,21,13,14,18,429,12,12
2026-03-28, 10:20:49,012, 018, 013,009, 017,010,0428, 012,12,, 10:20:49,10,20,49,37249,2565,59468.87,10,9,18,12,13,17,428,12,12
2026-03-28, 10:20:54,013, 015, 014,011, 018,011,0428, 012,12,, 10:20:54,10,20,54,37254,2570,59577.26,11,11,15,13,14,18,428,12,12
2026-03-28, 10:20:59,012, 015, 013,009, 017,009,0426, 012,12,, 10:20:59,10,20,59,37259,2575,59685.65,9,9,15,12,13,17,426,12,12
2026-03-28, 10:21:04,013, 014, 014,011, 018,011,0429, 012,12,, 10:21:04,10,21,4,37264,2580,59794.04000000001,11,11,14,13,14,18,429,12,12
2026-03-28, 10:21:09,012, 013, 015,009, 017,010,0422, 012,12,, 10:21:09,10,21,9,37269,2585,59902.43000000001,10,9,13,12,15,17,422,12,12
2026-03-28, 10:21:14,013, 019, 014,011, 018,011,0420, 012,12,, 10:21:14,10,21,14,37274,2590,60010.82000000001,11,11,19,13,14,18,420,12,12
2026-03-28, 10:21:19,012, 021, 013,009, 017,010,0426, 012,12,, 10:21:19,10,21,19,37279,2595,60119.21000000001,10,9,21,12,13,17,426,12,12
2026-03-28, 10:21:24,013, 019, 016,011, 018,011,0425, 012,12,, 10:21:24,10,21,24,37284,2600,60227.600000000006,11,11,19,13,16,18,425,12,12
2026-03-28, 10:21:29,012, 012, 015,010, 017,009,0420, 011,12,, 10:21:29,10,21,29,37289,2605,60335.990000000005,9,10,12,12,15,17,420,11,12
2026-03-28, 10:21:34,012, 018, 015,009, 017,010,0427, 011,12,, 10:21:34,10,21,34,37294,2610,60444.380000000005,10,9,18,12,15,17,427,11,12
2026-03-28, 10:21:39,012, 014, 013,010, 017,009,0428, 011,12,, 10:21:39,10,21,39,37299,2615,60552.770000000004,9,10,14,12,13,17,428,11,12
2026-03-28, 10:21:44,013, 021, 016,011, 018,011,0425, 011,12,, 10:21:44,10,21,44,37304,2620,60661.16,11,11,21,13,16,18,425,11,12
2026-03-28, 10:21:49,012, 021, 013,010, 017,009,0421, 011,12,, 10:21:49,10,21,49,37309,2625,60769.55,9,10,21,12,13,17,421,11,12
2026-03-28, 10:21:54,013, 019, 016,011, 018,011,0429, 011,12,, 10:21:54,10,21,54,37314,2630,60877.94,11,11,19,13,16,18,429,11,12
2026-03-28, 10:21:59,012, 018, 015,010, 017,009,0427, 011,12,, 10:21:59,10,21,59,37319,2635,60986.33,9,10,18,12,15,17,427,11,12
2026-03-28, 10:22:04,013, 020, 014,011, 018,010,0429, 011,12,, 10:22:04,10,22,4,37324,2640,61094.72000000001,10,11,20,13,14,18,429,11,12
2026-03-28, 10:22:09,012, 017, 015,009, 017,009,0422, 011,12,, 10:22:09,10,22,9,37329,2645,61203.11000000001,9,9,17,12,15,17,422,11,12
2026-03-28, 10:22:14,013, 017, 016,010, 018,011,0427, 011,12,, 10:22:14,10,22,14,37334,2650,61311.50000000001,11,10,17,13,16,18,427,11,12
2026-03-28, 10:22:19,012, 018, 015,010, 017,010,0427, 010,12,, 10:22:19,10,22,19,37339,2655,61419.89000000001,10,10,18,12,15,17,427,10,12
2026-03-28, 10:22:24,013, 015, 016,011, 018,010,0424, 010,12,, 10:22:24,10,22,24,37344,2660,61528.280000000006,10,11,15,13,16,18,424,10,12
2026-03-28, 10:22:29,012, 018, 015,010, 017,010,0421, 010,12,, 10:22:29,10,22,29,37349,2665,61636.670000000006,10,10,18,12,15,17,421,10,12
2026-03-28, 10:22:34,013, 021, 016,011, 018,011,0427, 010,12,, 10:22:34,10,22,34,37354,2670,61745.060000000005,11,11,21,13,16,18,427,10,12
2026-03-28, 10:22:39,013, 018, 014,010, 018,010,0420, 010,12,, 10:22:39,10,22,39,37359,2675,61853.450000000004,10,10,18,13,14,18,420,10,12
2026-03-28, 10:22:44,012, 012, 015,010, 017,010,0423, 010,12,, 10:22:44,10,22,44,37364,2680,61961.840000000004,10,10,12,12,15,17,423,10,12
2026-03-28, 10:22:49,013, 020, 014,011, 018,011,0421, 010,12,, 10:22:49,10,22,49,37369,2685,62070.23,11,11,20,13,14,18,421,10,12
2026-03-28, 10:22:54,012, 014, 015,010, 017,010,0422, 010,12,, 10:22:54,10,22,54,37374,2690,62178.62,10,10,14,12,15,17,422,10,12
2026-03-28, 10:22:59,013, 021, 016,010, 018,011,0425, 010,12,, 10:22:59,10,22,59,37379,2695,62287.01,11,10,21,13,16,18,425,10,12
2026-03-28, 10:23:04,012, 020, 015,010, 017,009,0420, 010,12,, 10:23:04,10,23,4,37384,2700,62395.40000000001,9,10,20,12,15,17,420,10,12
2026-03-28, 10:23:09,013, 022, 014,011, 018,011,0426, 009,12,, 10:23:09,10,23,9,37389,2705,62503.79000000001,11,11,22,13,14,18,426,9,12
2026-03-28, 10:23:14,012, 021, 013,009, 017,009,0427, 009,12,, 10:23:14,10,23,14,37394,2710,62612.18000000001,9,9,21,12,13,17,427,9,12
2026-03-28, 10:23:19,013, 015, 014,010, 018,011,0421, 009,12,, 10:23:19,10,23,19,37399,2715,62720.57000000001,11,10,15,13,14,18,421,9,12
2026-03-28, 10:23:24,012, 013, 015,009, 017,009,0420, 009,12,, 10:23:24,10,23,24,37404,2720,62828.96000000001,9,9,13,12,15,17,420,9,12
2026-03-28, 10:23:29,013, 015, 014,010, 018,011,0429, 009,12,, 10:23:29,10,23,29,37409,2725,62937.350000000006,11,10,15,13,14,18,429,9,12
2026-03-28, 10:23:35,012, 015, 013,009, 017,010,0432, 009,12,, 10:23:35,10,23,35,37415,2731,63067.418000000005,10,9,15,12,13,17,432,9,12
2026-03-28, 10:23:40,012, 020, 013,009, 017,010,0436, 009,12,, 10:23:40,10,23,40,37420,2736,63175.808000000005,10,9,20,12,13,17,436,9,12
2026-03-28, 10:23:45,012, 019, 015,009, 017,010,0423, 009,12,, 10:23:45,10,23,45,37425,2741,63284.198000000004,10,9,19,12,15,17,423,9,12
2026-03-28, 10:23:50,013, 015, 016,010, 018,011,0421, 009,12,, 10:23:50,10,23,50,37430,2746,63392.588,11,10,15,13,16,18,421,9,12
2026-03-28, 10:23:55,012, 017, 015,009, 017,009,0435, 009,12,, 10:23:55,10,23,55,37435,2751,63500.978,9,9,17,12,15,17,435,9,12
